addr:housenumber,addr:street,name:en,reservation,memorial,title,lgbtq,brand,description,latitude,brand:wikipedia,common_tags,wikipedia,image,wheelchair,checkIn,name,wheelchair:description,addr:postcode,address,checkOut,note,takeaway,cuisine,beauty,shop,wikimedia_commons,contact:website,longitude,toilets:wheelchair,hours,stars,changing_table,toilets,url,internet_access,alt,smoking,opening_hours,type,phone,amenity,old_name,price,website,meal,Micheline,category,Service,room_facilities,accommodation_type,drink type,music type,Ambiental,price range,private_bath,air_conditioning,bath,balcony,view,kitchen,tv,bed_number,size,indoor/outdoor seating,dietary
183,Pieter Cornelisz Hooftstraat,,,,De Roos,,,Quite tea house with small garden,52.35874,,X X   X X X,,,,,De Roos,,1071 BW,Pieter Cornelisz Hooftstraat 183,,,,breakfastcoffeeshopsandwichtea,,,,,4.875451,,,,,,,,,,SaSu 09001730 MoFr 08301800,drink,,cafe,,,httproosnl,,,,,,,Tea,Ambient,Intimate,,,,,,,,,,,,vegan and vegetarian
46,Vossiusstraat,,yes,,Flying Pig Uptown,,,A bit loud and boisterous for travelers looking to relax but perfect for those looking to meet people from all over the world and get the true Amsterdam Experience Lockers require lockpads which are not available for rent only sale for €5,52.36025,,yes 35 no 6 X hostel 3 wlan 431 yes 64 no 20  X    yes 36 recommended 14 required 8 no 4 X no 149 outside 100 isolated 7 separated 7 dedicated 3 yes 1  X yes 2234 limited 983 no 881,,,no,,The Flying Pig Hotel Uptown,,1071AJ,Vossiusstraat 46,,,,,,,,,4.87835,,,,,,httpwwwflyingpignlhostelsflyingpiguptownphp,wlan,,isolated,,sleep,31 20 400 4187,hostel,,dorms €16 room €33,httpswwwflyingpignl,,,,,"Lockers lockpads available for sale
 Social atmosphere for meeting people from all over the world",Hostel,,,,Cheap,,,,,,,,,,,
118120,Overtoom,,,,Hotel ABBA,,,Cheap but clean hotel close to the Van Gogh and Rijksmuseum,52.362765,,X X     X yes 2234 limited 983 no 881,,,no,,Hotel ABBA,,1054HM,Overtoom 118122,,,,,,,,,4.874552,,,1,,,httpwwwhotelabbanl,,,,,sleep,31 20 618 3058,hotel,,,httpswwwhotelabbanl,,,,Clean,"Based on the description possible room facilities could include
 Private bath
 TV
 Air conditioning",Hotel,,,,,,,,,,,,,,,
69A,Frans van Mierisstraat,,,,Hostel Cosmos,,,Friendly youth hostel,52.35433,,X    X  X,,,,,Hotel Cosmos,,1071RL,Frans van Mierisstraat 69a,,,,,,,,,4.88188,,,,,,httpwwwhostelcosmoscom,,,,,sleep,31 20 6252438,apartments,,dorm €24 per person,httpswwwhostelcosmoscom,,,,Friendly staff,"Possible room facilities based on the description Friendly youth hostel may include
 Shared bath
 Air conditioning
 Shared kitchen
 TV lounge
 Bunk beds or multiple beds in a room",Hostel,,,,Cheap,No,,,,,,,,,,
,,,,,The Poet Hotel Amsterdam,,,A new boutique hotel in Zuid just around the corner from Museumplein,52.360139,,X,,,,1400,,,,Jan Luijkenstraat 44,1100,,,,,,,,4.881899,,,,,,httpwwwpoethotelamsterdamcom,,,,,sleep,31 20 6620526,hotel,,from €69,,,,,,"Location near Museumplein 
 Private bath 
 Air conditioning 
 View 
 TV",Hotel,,,,,,,,,,,,,,,
195,Weteringschans,,,,Sphinx Hotel,,,From single rooms to five people sharing steep stairs and no lift shared or private bathrooms quite small very close to the museums,52.3595,,X  X   X yes 2234 limited 983 no 881,,,no,1500  2300 hours,Bob Orange Bicycles,,1017XE,Weteringschans 82 De Weteringschans,Until 1100,,,,,bicycle,,,4.8935,,,,,,httpwwwboborangebicyclesnl,,,,,sleep,31 20 6273680,,,,,,,,Cleanliness,"Private bath 
 Shared bath
 Number of beds Single to five
 Air conditioning
 View Close to museums
 Size Small bathrooms
 No lift steep stairs",Hostel,,,,,No,,No,No,,,,5,Small,,
5,Zandpad,,,,Stayokay Vondelpark,,,Fairly large youth hostel very clean and professional operated by the Dutch affiliate of Hostelling International Next to the pleasant Vondelpark puts you on the southern side of downtown and just a few blocks from the Van Gogh Museum and the Rijksmuseum The breakfast is filling and has a social atmosphere This location is popular with school groups Bring a padlock for your locker or purchase one at the desk,52.361146,,X      X yes 2234 limited 983 no 881,,,yes,early checkin begins at 730AM rooms available at 2PM,Stayokay Amsterdam Vondelpark,,1054GA,Zandpad 5,1030AM,,,,,,,,4.878186,,,,,,httpwwwstayokaycomvondelpark,,,,,sleep,31 20 589 8996,hostel,,Dorms €17 privates €50,httpswwwstayokaycomnlhostelamsterdamvondelpark,,,,Clean,"Next to Vondelpark
 Private bath
 Clean and professional
 Operated by Dutch affiliate of Hostelling International
 Close to Van Gogh Museum and Rijksmuseum
 Filling breakfast with social atmosphere
 Popular with school groups
 Lockers available for use with personal padlock or purchase one at the desk",Hostel,,,,Cheap,,,,No,View of the Vondelpark,,,,,,
123,Van Ostadestraat,,,,Van Ostade Bicycle Hotel,,,A walk or short tram ride from the centre of the action yet far enough away to feel safe Surrounded by fantastic architecture with reasonable rates even on peak Rooms from single to quadruple and optional en suite Comes with free coffee breakfast and wireless internet access Great for students,52.352566,,X     X,,,,,Bicycle Hotel,,1072SV,Van Ostadestraat 123,,,,,,,,,4.893596,,,,,,httpwwwbicyclehotelcom,,,,,sleep,31206793452,hotel,,Doubles €5085 doubles ensuite €80120,httpswwwbicyclehotelcom,,,,,"Private bath
 Number beds single to quadruple
 Free coffee
 Breakfast
 Wireless internet access",Hostel,,,,Medium,No,,No,,,No,,4,,,
135,Stadhouderskade,,,,ibis Styles Amsterdam City,,Ibis Styles,The hotel offers the latest requirements of 3 star hotel All the floors are reachable by elevator All rooms have their own private bathrooms,52.357936,enIbis Styles,X   X    X yes 2234 limited 983 no 881,,,no,1400,Ibis Styles Amsterdam City,,1074AZ,Stadhouderskade 135,1100,,,,,,,,4.900688,,,,,,httpwwwibiscomgbhotel8220ibisstylesamsterdamcityindexshtml,,,,,sleep,31 20 675 05 53,hotel,,,httpsibisstylescitycomamsterdamcom,,,,,"Facilities based on the description
1 Private bath
2 Elevator access to all floors",Hotel,,,,,Yes,,Yes,No,,No,,,,,
5,Borssenburgstraat,,,,Hotel Flipper,,,Hotel Flipper Amsterdam is very attractive with its peaceful location in a quiet residential area in the southern part of Amsterdam,52.348907,,X,,,,1400,Hotel Flipper,,1078VA,Borssenburgstraat 5,1100,,,,,,,,4.908637,,,,,,httpwwwhotelflipperamsterdamcom,,,,,sleep,31 20 676 19 32,hotel,,,,,,,,"Possible room facilities at Hotel Flipper Amsterdam may include
 Private bath
 Air conditioning
 View",Hotel,,,,,,,,,,,,,,,
162,Pieter Cornelisz Hooftstraat,,,,Hotel City Garden,,,The hotel has 70 rooms with stylish interior and a beautiful view,52.359233,,wlan 431 yes 64 no 20 X,,,,1400,City Garden,,1071CH,PC Hooftstraat 162,1100,,,,,,,,4.876275,,,,,,httpwwwhotelcitygardenamsterdamcom,wlan,,,,sleep,31 20 672 79 19,hotel,,,,,,,,View Beautiful view,Hotel,,,,,,,,,Yes the hotel room has a beautiful view,,,,,,
30,Prinses Irenestraat,,,,citizenM Amsterdam City,,citizenM,Second property by citizenM hotels opened in 2009 Located on Beethovenstraat in OudZuid Rooms include free WiFi and movies a rainshower and an XL kingsize bed with luxury linens,52.3419,enCitizenM,X X    X      X   X yes 2234 limited 983 no 881,,,yes,1400,CitizenM,,1077WX,Prinses Irenestraat 30,1100,,,,,,,,4.876026,yes,,,,,httpwwwcitizenmcomamsterdamcity,,,,,sleep,31 20 8117 090,yes,,From euro69  euro120,httpswwwcitizenmamsterdamcitycom,,,,,"Possible facilities
 Private bath with rainshower
 Free WiFi
 Free movies
 XL kingsize bed with luxury linens",Hotel,,,,Medium,Yes,,Yes,,,No,Yes,1,,,
5860,Cornelis Schuytstraat,,,,Gresham Memphis Hotel,,,,52.353563,,X X    X,,,,,Alfred,,1071JL,De Lairessestraat 87,,formerly Memphis hotel,,,,,,,4.872094,,,,,,httpwwwgreshammemphishotelcom,,,,,sleep,31 20 673 3141,hotel,,Singles from €70 and doubles from €90,httpswwwthealfredhotelcom,,,,,,,,,,,,,,,,,,,,,
,,,,,Holiday Inn Amsterdam,,,Ticks all the main boxes for facilities but about due for a refurbishment,52.335261,,X,,,,,,,,De Boelelaan 2,,,,,,,,,4.888549,,,,,,httpwwwihgcomholidayinnhotelsusenamsterdamamsnthoteldetail,,,,,sleep,31 20 646 2300,hotel,,,,,,,,"Possible facilities based on the description
 Private bath
 Air conditioning
 TV
 Number beds unclear how many
 Size unclear",Hotel,,,,,,,,,,,,,,,
3,Koningslaan,,,,Park Plaza Vondelpark Amsterdam,,,Ideally situated right by the Vondelpark Museum Quarter within walking distance Close to Amsterdams famous upscale shopping street PC Hooftstraat and the business district Zuidas and the RAI Congress CentreFree WiFi in public areas,52.354286,,X X   X,,,,,Vondel Park Plaza,,1075AA,Koninginneweg 3436,,,,,,,,,4.866425,,,,,,httpwwwparkplazacomhotelsnetvonde,,,,,sleep,31 20 664 6111,hotel,,from €69€120,httpswwwparkplazavondelparkcom,,,,,"Location Ideally situated by the Vondelpark Museum Quarter
 Close to PC Hooftstraat shopping street Zuidas business district RAI Congress Centre
 Free WiFi in public areas",Close to center,,,,medium,,,,No,,,,,,,
1,Roemer Visscherstraat,,,,Roemer Hotel,,,Trendy boutique hotel,52.361774,,X X     X,,,,,Owl Hotel,,1054EV,Roemer Visscherstraat 10,,,,,,,,,4.877998,,,,,,httpwwwhotelroemercomen,,,,,sleep,31 20 618 9484,hotel,,Doubles from €129,httpswwwowlhotelnl,,,,,"Private bath
 Air conditioning
 TV
 Size",Hotel,,,,Medium,,,,,,,,,,,
,,,,,Bilderberg Garden Hotel,,,Five star hotel just off the Apollolaan and only a short walk to the city centre,52.35111,,X    X  X,,,,,Bilderberg Garden Hotel,,,Dijsselhofplantsoen 7,,,,,,,,,4.87412,,,,,,httpwwwbilderbergnlukhotelsgardenhotel,,,,,sleep,31 20  570 56 00,yes,,,httpswwwbilderbergnlhotelsgardenhotel,,,,,"Location near Apollolaan and city center
 Highend amenities
 Luxurious decor
 Concierge service
 Fine dining options
 Fitness center or spa
 Possibility of room service
 Highspeed internet
 Conference or meeting rooms
 Valet parking",Hotel,,,,,,,,,,,,,,,
,,,,,Hilton Amsterdam Apollolaan,,,Site of John Lennons and Yoko Onos bedin Located in an upscale older neighbourhood outside of the city centre OudZuid but close to the Rijksmuseum and Vondelpark Nationally famous for being the site where Dutch artist Herman Brood committed suicide by jumping from the roof,52.35153,,yes 17 customers 12 private 6 X X X,,,,,Executive Lounge,,,Apollolaan 138,,,,,,,,,4.87207,,,,,,httpwww1hiltoncomenUShihotelAMSHITWHiltonAmsterdamindexdo,,,,MoFr 07002300 SaSu 0730120017002200,sleep,31 20 710 60 00,bar,,From €200,,,,,,"Balcony with view
 Close to Rijksmuseum and Vondelpark
 Possibly a historic or unique room with special significance
 Located in an upscale older neighbourhood
 Potential for TV and kitchen facilities
 Possible private bath
 Size of the room may vary could be spacious due to upscale nature of the neighbourhood",Hotel,,,,Expensive,,,,,,,,,,,
333,Ferdinand Bolstraat,,,,Hotel Okura,,,Five star Japaneseowned and operated hotel with an excellent range of Japanese food clothing and book shops in the basement and wireless internet in the lobby bar and conference rooms The only drawback is that its relatively distant from the central station 15 minutes by tram but worth considering if work is paying and you dont mind taking cabs,52.348714,,X X  X yes 2234 limited 983 no 881,,,yes,,Teppanyaki Restaurant Sazanka,,1072LH,Ferdinand Bolstraat 333,,,,,,,,,4.893862,yes,,,,,httpwwwokuranl,,,,,sleep,31 20 6788 300,restaurant,,€275,httpswwwokuranlnlculinairsazanka,,,,,"Wireless internet in lobby bar and conference rooms
 Japanese food clothing and book shops in the basement
 Relatively distant from central station 15 minutes by tram",Hotel,,,,Expensive,,,,No,,No,No,,,,
25,Stadhouderskade,,,,Park Hotel Amsterdam,,,Bang in the middle of Amsterdam between Leidseplein Rijksmuseum and PC Hooftstraat Four star hotel spread over several historical buildings Parking Very friendly staff,52.361421,,X  X,,,,,Park Centraal,,1071ZD,Stadhouderskade 25,,,,,,,CategoryParkhotel Amsterdam,,4.883174,,,,,,httpwwwparkhotelnl,,,,,sleep,31 20 671 12 22,hotel,,From €149,httpswwwparkcentraalcomnlamsterdam,,,,Friendly staff,"Private bath
 Air conditioning
 TV
 Parking
 Friendly staff",Hotel,,,,Medium,,,,,,,,,,,
27,Van Baerlestraat,,,,Conservatorium Hotel,,,Located in the heart of Amsterdam is the brand new fivestar hotel and Amsterdams best kept secret up to date The Conservatorium offers 129 luxurious guest suites spread throughout 8 floors Opening soon,52.358631,,X X X  X X,,,,,La Casa del Habano  Amsterdam,,1071AN,Van Baerlestraat 27,,,,,,varietystore,,,4.878624,,,,,,httpwwwconservatoriumhotelamsterdamcom,,,,MoSu 10001800,sleep,31 20 753 0781,,,,httpswwwlcdhamsterdamcom,,,,,"Private bath
 Air conditioning
 TV
 Number of beds
 Size",Hotel,,,,,,,,,,,,,,,
,,,,,Hotel JL No76,,,Hotel JL No76 is a luxury boutique hotel near the Vondelpark,,,,,,,,,,,Jan Luijkenstraat 76,,,,,,,,,,,,,,,httphoteljlno76com,,,,,sleep,31 20 3485 555,,,,,,,,,Possible room facilities might include Private bath Air conditioning View TV,Hotel,,,,,,,,,,,,,,,
45,Oostzaanstraat,,,,Museum Het Schip,,,museum of architecture Amsterdam School style  Dutch expressionism with former post office and historic museum appartement,52.3899,,X X art 5 history 4 person 2 local 2 technology 2 architecture 1 nature 1 agriculture 1 arthistory 1 X X     X yes 2234 limited 983 no 881,nlMuseum Het Schip,,yes,,Museum Het Schip,,1013WG,,,,,,,,CategoryHet Schip,,4.8741,,,,,,httpwwwhetschipnl,,,,TuSu 11001700,see,31 20 686 8595,museum,,,httpswwwhetschipnl,,,,,,,,,,,,,,,,,,,,,
,,,,,Rembrandtpark,,,Not too far west of the Vondelpark but much quieter and larger in size,52.3628,,X X,,,,,,,,,,,,,,,,,4.8456,,,,,,,,,,,see,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Westerpark,,,Newly expanded park at the western edge of the centre with cultural activities in a former gas factory Access from Haarlemmerweg,52.387,,X     X,,,,,,,,,,,,,,,,,4.877,,,,,,httpwwwwestergasfabrieknlenglishengelswelcomephp dead linkMay 2016,,,,,see,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,De 100 Roe 1674,,,In the Ookmeer sports fields along Ma Braunpad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,see,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,De 1200 Roe 1632,,,Near Seineweg,,,,,,,,,,,Haarlemmerweg 701,,,,,,,,,,,,,,,,,,,,see,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,De Bloem 1878,,,at Nieuwpoortkade,,,,,,,,,,,Haarlemmerweg 465,,,,,,,,,,,,,,,,,,,,see,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,De Otter 1631,,,A restored and functioning sawmill opposite Buyskade west of the Jordaan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,see,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,statue,Molen van Sloten,,,statue of Vincent van Gogh,52.341596,,X yes 4 ship 3 memorial 2 castle 2 technicalmonument 2 aircraft 1 railwaycar 1 statue 1 statue 1 X,,,,,Vincent,,,Akersluis 10,,beeld van Vincent van Gogh door André Schaller staat sinds 2000 naast het Kuiperijmuseum bij de Molen van Sloten,,,,,,,4.792285,,open daily from 1000AM to 4PM,,,,httpwwwmolenvanslotennlen,,,,,see,31 20 669 0412,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Ken Tui Massage,,,Finish the day giving your body and feet a rest and receive a quality massage,,,,,,,,,,,Da Costastraat 61,,,,,,,,,,,,,,,httpwwwkentuicom,,,,,do,31615053174,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Strand West,,,The local beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,do,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Ten Katemarkt,,,Third largest in Amsterdam with food households flowers and clothing,,,,,,,,,,,,,,,,,,,,,,MSa 08001700,,,,,,,,,buy,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Club 8,,,A large alternative place with lots of art on its walls Theres ping pong a very local and fairly young crowd,,,,,,,,,,,Admiraal de Ruijterweg 56b,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,Beer,Alternative,Casual,,,,,,,,,,,,
,,,,,Flex Bar,,,Flex Bar is known for its innovative musical program and their open minded approach towards music as well as their public Expect electro techno house dubstep hiphop indie funk and soul,,,,,,,,,,,Pazzanistraat 1,,,,,,,,,,,often until 0500,,,,httpwwwflexbarnl,,,,,drink,31 20 486 21 23,,,,,,,,,,,Beer,Electronic,Intimate,,,,,,,,,,,,
,,,,,MissOrtelia,,,Free bikes  Wifi free  breakfast included,,,,,,,flexible,,,,Orteliuskade 51I,1030 Free luggage store,,,,,,,,,,,,,,httpwwwmissorteliacom,,Baarjes,,,sleep,31 616 111 349,,,4090€,,,,,,"Possible facilities based on the description
 Free bikes
 Wifi
 Breakfast included",Hostel,,,,Cheap,,,,,,,,,,,
,,,,,Holiday Inn Express Amsterdam  Sloterdijk Station,,,This new HIExpress is right in the midst of the web of tracks extending around Sloterdijk station making it very convenient for travel to just about any point in Amsterdam That said the actual area around the hotel is a sombre office park and a huge transferium so it is best to only come there to sleep and have free breakfast,,,,,,,,,,,Zaventemweg 3,,,,,,,,,,,,,,,,,,,,sleep,,,,,,,,,,"Private bath
 Air conditioning
 Breakfast included
 Possible lack of views or balcony
 Proximity to Sloterdijk station for convenient travel opportunities",Hotel,,,,,,,,No,,,,,,,
,,,,,MEININGER Hotel Amsterdam City West,,,The MEININGER chains properties sit somewhere between budget hotels and hostels with available multiperson rooms with bunk beds and onsite laundrette The hotel is relatively new and visually attractive if rather basic inside Again staying in the midst of Sloterdijk is great for transit possibilities and rather unexciting regarding everything else,,,,,,,,,,,Orlyplein 167,,,,,,,,,,,,,,,,,,,,sleep,,,,€41,,,,,Cleanliness,"Multiperson rooms with bunk beds
 Onsite laundrette",Hotel,,,,Cheap,,,,,,No,,,,,
,,,,,Bastion Hotel Zuidwest,,,,,,,,,,,,,,Nachtwachtlaan 11,,,,,,,,,,,,,,,httpwwwbastionhotelsnlen,,,,,sleep,31 20 669 1621,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Ramada Apollo Amsterdam Centre,,,The Ramada is a solid recently remodelled property but calling it Amsterdam Centre was not even close to reality as the hotel is at the remote of Rembrandtpark close to the A10 ringroad running across AmsterdamWest That said you will find getting to the city quite easy thanks to them tram 13 stop at the hotels back and the park provides a tranquil environment The best rooms have great views of Amsterdam over the park the less fortunate guests will have to enjoy residential blocks of Slotervaart The good news is that the hotel has a topfloor restaurant bar and terrace for everybody to enjoy the best views,,,,,,,,,,,Staalmeesterslaan 410,,,,,,,,,,,,,,,,,,,,sleep,,,,,,,,,,"View of Amsterdam over the park
 Topfloor restaurant bar and terrace",,,,,,,,,Yes,The hotel room has a view of Amsterdam over the park,No,,,,,
12,Stadhouderskade,,,,Amsterdam Marriott Hotel,,Marriott,At the border of OudWest and the Canal District this oldfashioned Marriott can offer a relatively attractive rate and still has a convenient location for exploring the city centre,52.362557,enMarriott Hotels  Resorts,X   X  X yes 2234 limited 983 no 881,,,yes,,Marriott Hotel,,1054ES,Stadhouderskade 12,,,,,,,CategoryMarriott Hotel Amsterdam,,4.880102,,,,,,httpwwwmarriottcomhotelstravelamsntamsterdammarriotthotel,,,,,sleep,,hotel,,Price Not specified,httpswwwmarriottcomhotelstravelamsntamsterdammarriotthotel,,,,,Convenient location for exploring the city centre,Hotel,,,,,,,,No,,No,,,,,
